,gender,description,text,hashtags
9863,1,hate injustice inequality demonize person country dream world that more just reject the neocon idea that can not have just world,all american must love israel and now news indiana jones not that one lead cop chase,
9864,0,click the youtube link and check out new video the savior thank,boyfriend get kid and none why be vocal,
9865,1,all need someone who there for our low the one who stay all hour the night just make sure okay,they aren come close enough they be here like week and half ago miss that show,
9866,0,meteorologist wjbf weather geek space nerd fsu grad raise the sunshine state,scattered shower be push through the and they will become more numerous tonight,csra gawx scwx Nolesfan
9867,0,market specialist advertising design business development marketing and promotion tongue and groove llc,you haven make plan for your halloween weekend shenanigan have great news for and remember you,
9868,0,july rajivdhallcontact com,you want new vine hop over there and like most recent post,JCLHG
9869,1,kavey eat talk lot blog write for run with mum and marry,try drag friend there recently but they all announce they didn want any and didn want get own,
9870,1,happiness start with and end with do happy day with be,hey just vote for for here and vote for your favorite,artistoftheyear amas onedirection
9871,1,younique blue presenter love cosmetic your own income potential wifi online business can usa aus nzd mxn louise com text,be you ready still doubt your ready message and its easy that you be still,
9872,1,ohana ever lisa queen show addict,grow and engage with the right tweeps gain new follower the past week courtesy,
9873,1,so snap martin insta grettamartin with your love nobody can drag down,ganar meet and greet con one direction,yoquiero
9874,1,negative space,fucking bore and don want sleep yet humph,
9875,0,faith family friend and farm nebraska love golf play ball with kid and family vacation john,and yield be much high last year too,
9876,1,small flower princess with big potty mouth and also dumb fox,course dad angry that tell him be wrong leave fuck debt name and don like course,
9877,1,sneeze the beat the beat get sicka,another boy come out portapotty and erica go jesus,
9878,1,either write something worth read something worth write alyvsa,and doesn matter how good look that day,
9879,1,ksu,first kent lax practice minus one hour and freakkkkkken excite,
9880,0,graduate student new orleans baptist theological seminary project director louisiana right life aspire writer,accidental and not require for be human,
9881,1,,love and basketball the best movie ever,
9882,0,the quintessential loser slacker last man stand twitter alias officially more famous than and that kinda cool,well go and make own the year chase over always the,losdoskiller
9883,0,really love make friend,build transform workbench desk and storage unit you don have lot space you need make cre,
9884,0,radiotherapy dosimetrist manchester also study msc medical physic science nature history train aeroplane real ale tea,quite and excite episode the this week,zoo
9885,0,what be thoseeeee,just come back sanjay your mum and dad say your back too,
9886,0,servant for lord jesus christ student athlete,thank you and miss you elaini lol,
9887,1,,all stay talk about how great daap and all couldn even ask them design you decent bearcat card,
9888,0,yorkshireman country bumpkin patriotic brit outspoken and humourous and will say like really supporter the mighty,boris nut remind donald trump way way both be funny and tbh both good pol,
9889,1,offer individual eyelash extension spray tan wax nail shellac juice plus rep facebook love lash andbeauty,berry beautiful want longer hair strong nail and flawless skin you need these your,
9890,0,you live forever fuck with for travy tra booking and feature email wayhustle com philadelphia maryland,see niggas burn and crash for that fuck shit,NoSleepTheCampaign
9891,0,anime enthusiast hip hop listener kingdom heart professional,like nigga relax the fucking law wait until pedestrian do crossing and this guy nice enough stop for you cunt,
9892,0,secret little rendezvous,thank you for be genuine and incredible human you selfless and humble would you mind follow,
9893,1,huntington university softball,maybe good thing brooke and don have class together,22
9894,1,moto valentino rossi dog game throne,fab news and right not over can still this everyone play fair,46 58 Stereophonics ASRoma Azzurri
9895,1,everyone dream can become reality every idea have start point,and be tell chill out annoy,
9896,0,mark adam expert college basketball analyst national television and highly rat national motivational speaker educator business coach,vegan but can vouch for the restaurant and pre vegan love for the burger,
9897,0,middle eastern ultra nationalist should steer clear,yeah think anyway they both horrible and against human right,
9898,1,love family lake lover visionary,the best beat life threaten disease like cancer diabetes and heart,food
9899,0,,reference such pain the as why must there many bloody format and can like highschool where just pust the name,
9900,1,mykids,nariah and her version stupid killing,
9901,0,you like midnight drive with the window down baby you perfect,you be the spirit life and you bring happiness into this world love you much mind follow,
9902,1,good vibe be well vibes xxvi,happy excite and hyper right now and have nobody around share with,
9903,1,family friends nascar dale dog lover country music sea doos quads sunset run csuf grad,when your nascar worker friends come and talk you about the talladega race be bum dale didn win after dominate too,
9904,0,brandon hinkle,and its only monday,
9905,1,kileyhoyt like music and the sky,parent complain when work too much and not enough can never win,
9906,0,assistant manager the united state mynameisface,kobe bryant and kevin garnett be still play basketball bless,ARCHIVENATION NT
9907,1,,you visa gc from and visa gc from oct pmet,
9908,0,just wait for friend pick front the little caesar,taste music play the same song over and over until everyone hate,
9909,1,breathe eat sleep taylor swift boybands justin bieber ruin life,many new music that be release this past month and not even talk about november come heart very happy,
9910,0,rap spokenword writer voiceless unicorn,him and nigga huey,
9911,0,,for mac be expensive their speaker and battery life suck as,
9912,1,tyde tya your average girl not perfect mother and sister some stubborn but she have big heart send starter,after school tyro decide visit iro knock his door and wait patiently with report card his hand,Taken
9913,0,iranian resistance for freedom dignity,washington post march russia rule sit back and watch,iran obama usa canada MaryamRajavi IranFreedomI
9914,1,kind for everyone you meet fight battle you know nothing about wendy mass the candymaker,make bubble and matrix diagram for seven different building time consume haaay,
9915,1,textbook capricorn,and even funny because think that fake eyelash for everyday use look pretty stupid soooo that just even well,
9916,0,physio chelsea fan lover music politics ent industry have opinion about almost everything founder,smh and make matter bad clattenburg will referee that match huyo msee hatutakiangi bana,PhysioTalk
9917,1,intersectional feminist activist sex positivist writer polyamorous rebel professor therapist and mom curse lot sometimes bite,child mother claim be hack and that doesn know daughter from school not all surprise,
9918,0,,these unrealistic tumblr post about love and relationship that everyone share actually make want vomit,
9919,0,not chubbie because have detention dm not from sven sundgaard will unread and report for abuse,love real give every day however you can each and every day,
9920,1,dancer model teacher,you realize that pilate and yoga be completely different right,
9921,0,die would awfully big adventure,this one time dira invite all you guy over and nevermind think you all kill,
9922,0,coffee overdose loyal attractive leo,want spend sunrise and sunset along your side,
9923,0,hang salami lasagna hog,wear highlighter today and feeling glamourous,
9924,0,independent writer video game player pro wrestling and music fan currently try become the big dog,tell when competitive cat cuddle thing and jump right into that,Mrarkult
9925,1,you ever hug austin ariana careful you hold whole world your arm july austin complete life,and think about you,
9926,1,butler enjoy book and cat probably have crush you,and also not know what the hell you want,
9927,0,,love when way work run around clothes and beat work car and people especially chick,
9928,1,girl lyfe,you only have one life live and you get what you think best for you,
9929,0,two world one family tmh mjt wwa nswst rowyso otra,sorry forget about the indirects and then go out for dinner then tomorrow,
9930,1,west indian kipp pride high graduate uncg,lmao hell yea man just try and make memory and you don have,
9931,0,speak the truth,be hat and abuse and still live life bro,
9932,0,only torrey can here,hmu when you get life and stop tryharding twitter follower,
9933,0,life just one damn thing after another hubbard freedom fighter support follow,and that not porkies lol,oinkoink
9934,0,that most limited specialist the well rounded man you probably mean and quite right too,thought now be instant fleeting moment go before you realise and then discover amazon dispatch now hour later,
9935,1,tweet nerdalicious and fluency bestselling space opera debut rep danny baror,just avoid stereotype caricature and you fine,Science Space SciFi
9936,1,budget african travel blogger vlogger travel influencer backpack cape cairo solo pan africanist ambassador,receive great tip love earlier since way ghana find future hubby and this how go,AfricanVisasMustFall
9937,0,be bear for reason,don have internet for over month now and they refuse something about,
9938,0,keep classy never trashy just little bit nasty,send condolence and prayer those effected people,earthquake
9939,0,principal analyst constellation research year enterprise software veteran,and route paris for trip,hrtechconf hrtech 58 crchat iaar
9940,1,bougie hell,can just put away message work email shut office door netflix and sleep til right,thisisthelife
9941,1,opps,couldn feel anymore like stereotype today have vest and ugg boot drink starbucks coffee and just get nail do,
9942,0,retire hrd professional very new the world twitter unhealthy obsession any thing interesting motto live life command,thing stand bjp very much driving seat the party win bihar door open for and all best,
9943,1,still discover lahori punjaban utton kashmiri pmln facebook mesh meshy,sad heat break after see how many people have lose their life today earth quake may their family safe and strong,
9944,1,hate injustice inequality demonize person country dream world that more just reject the neocon idea that can not have just world,all american must love israel and now news after quake fear remain more destruction ground shake again,
9945,1,cloudy with chance sarcasm,our hotel have gucci walk shower and freak bunk bed,
9946,0,boy darkskin living lavish,when shoe come today and order them size big and still can fit them,
9947,1,chillin with the decease because currently stick the wrong dimension xicana tennis lgbtqia,and stress,
9948,0,,with ian vallent and others pic,
9949,0,just year old male who love many youtubers list always vox gold business jessebizness com,yes finally make hour long vlog time sit back and relax,SmileMore
9950,0,very simple yet very complex person play variety game and mobile also enjoy netflix part,exactly and sell them other people,
9951,0,manuel lanzini marc bartra adam lallana enthusiast,alright trust you and see where get,
9952,1,starbucks junkie crazy cat lady reese cup addict,exhaust both physically and emotionally,
9953,1,,princess light eye you and great makeup artist you be awesome lottie please follow babe,
9954,0,,and the anc have fail implement the ndr cosatu and the sacp win let too corrupt any case,
9955,1,,be talk about grandpa and one his song be playinh soon turn the car,
9956,0,rather fish class brentrichman,sat and act score probably win send until after november lol km,CarharttBoys WildlifeBoys
9957,1,,yes mother and dentist think need mental help,
9958,0,yes you lock your algorithm break not automate tell your script kiddy don have cell phone,and more like troll for argument may ask what be that point,gunsense
9959,1,there nothing either good bad but think make,when you stay until finish homework and you try get ready the morning,
9960,0,patrick siyr secretary sport fanatic big soccer mls other league nfl football back team the internationally also vgc,the low end model that have and low gen stream capability the one you use,
9961,1,everything change the day meet him couldn without him and now have two perfect baby maturerp,nuthouse look slide hand around the back his neck and rub gently serious about you take some,
9962,0,youth,didnt worship the other tour outfit and now regret,
9963,1,love with your life every minute,they want make life bad and they love that ill always come back for more,dieselstrong
9964,1,daughter stefan salvatore vampire music passion tvd cousin dad bestie,hunter come behind him and put sliver chain around his neck drag him away from hayden,
9965,0,confira ultimas not cias que est acontecendo brasil mundo veja fotos blog principais not cias acontecimentos tempo real,one state struggle make end meet why illinois without budget,
9966,0,,can help but notice your logo twitter look purple and not maple leaf blue,
9967,0,above average bowler cool cucumber bowl hot sauce fuck modesty,don brake your wrist try cook this shit star johnny stephen star lil and guy fieri,
9968,1,,bring back fresh tomato and onion and tin ventresca and anchovy and ham,
9969,0,proud alum state university class pack,spelling also not from north carolinian fear this may disaster politics have many layer and odd bedfellow,
9970,0,professional box mover and stuffer ohio boy master couch potato and all around pain the rear end please meet,this go along with other technology pin video game be really fun and even though rarely,
9971,0,,know and you do good job,
9972,1,smile always,always class amp ppl be like what and like wasn talk anyone leave alone lol,
9973,0,music record artist love express self feel free talk anytime,god grant much favor with many great people and thankful for that thank you everyone who,
9974,1,mom writer traveler progressive profanity enthusiast pay dispense opinion about music art food travel culture standard disclaimer apply,iheart who work for use them often they don under and stay gainfully employ,
9975,0,help alive,hate when tell someone love them and they ignore,
9976,1,,want lovely sensory miffy with with tiny pop,
9977,1,you offend anything say you probably pussy ayyyy lmao,didn even get watch tho and that be depressinf,
9978,1,don follow you under,yeah both day nov invite bunch people alexander halloween and get the hotel kick,
9979,1,journalist social medium manager live italy but part still ethiopia where live for little,must have tool rock content and save ton time via,viaggi socialmedia Africa communication
9980,1,smile free therapy,write shitty essay and about fail this psych test,happymonday
9981,0,intelligent twitter bot that tweet with the personality tweet reply status more,but when get marry and scream shove another slice cake into mouth,
9982,1,walk fast jump high sprinkle thought the twitter,this big news for and free for all grader,
9983,1,the practice tolerance one enemy the best teacher,supermoon lunar eclipse could threaten one nasa most important piece techn,
9984,1,open relationship with trey songz,and just when be get comfortable with online shopping,
9985,1,people can take away your pain don let them take away your happiness,fave teacher meeting you tomorrow and she excite,
9986,1,mind and throat deep stripper name crystal,docis about consciousness and chill,
9987,1,conflict transformation social justice student qub,thank the lord have who computer geek co absolutely repel technology and haven notion what do macbook,
9988,1,increase the peace,le and pam be bore,
9989,0,,and thank god for that the tory lie and that fact,
9990,1,ett iii mmiv,really can handle bunch needle and pervert shit that happen the episode just need good story line,
9991,0,run read and talk about all,part want you spoil the christmas episode and part doesn should buy that pink bunny suit,
9992,0,not cias news everytime,commonwealth bank survey find farmer be optimistic invest particularly beef and cotton survey,
9993,0,sport producer for baseball hockey football swimming,team score be post now here cathedral and bishop feehan currently the team beat,
9994,1,mom just try figure this out,jest scar who never felt wound shakespeare romeo and juliet,
9995,0,house husband retire married artist kid uni cst chair aspire authorhood any opinion express here purely personal point view,boil sweet and ribena carton already pack,
9996,0,hungry for content real rando rando occasional replier job creator doling out footwear opinion viking fan july,zooropa have johnny cash and brian eno produce thats something,Big8SodaWater
9997,1,writer communication specialist rhetoric phd candidate purdue file nerd dog lady,ban lot country make the mistake read the plot awhile ago gross pointless etc,
9998,0,manchester unite,then scrappy own goal and take back kenny,
9999,0,proud jamaican producer send your instrumentals grimezrapper com get fire for day real nigga outta westside,tweeps follow thank you and unfollowed goodbye the past day thank you,AFC COYG
10000,0,just livin life the full social medium coordinator for swbc director videoagrapher for woub student leader shivley court,when you walk into store and they have your favorite hat mom send,
10001,0,chief meteorologist for john fascination for weather turn into passion and love opinion express here be own,mild for eastern newfoundland now but that change big time tonight detail btwn and,nlwx
10002,1,,have the airport straight from work and not for the traffic,
10003,0,baby god first handouts get out the mud avages,don come from influence some shit real nigga that through shit and keep silent wit good heart all take that push,Cultured
10004,0,life and tweet be own writer and guy microsoft,doctor and lawyer computer be come for your job too,geek UX
10005,1,head heart strong,stick somewhere between ombr and brown hair,
10006,0,,why don shut down the get rid the beauracracy save billion and give the vet chit see whoever they want,
10007,1,deamer psychologist,stats for the day have arrive new follower and unfollowers via,
10008,1,,its just hilarious that all these guy use crush and dig back school be try get now haha,
10009,0,business owner you decide what you earn when you work and how much you worth control how your business grows without be ingrain,hubble bubble toil and trouble,
10010,1,play person twitter,and do you catch the needy demand that come out alison be certainly foreshadow for awaken,
10011,0,writer rebel realist fuck reason stay away,do article sex and the importance foreplay you think foreplay make sex well why why not,SlaughterKitchen Gooner BMG R
10012,1,just teenager man,gavin go the zoo this weekend and super jealous,
10013,1,blogger youtuber ellie goulding future wife obsess with pizza donut also the youtube thing blog,never go through goth phase more gon na dress lesbian can everyone know and girl know and know lol,fbloggers
10014,0,finem fidelis,sell with battlefield and gtav already instal make offer,
10015,0,unique and yet still the same what else there say that hasn be say already just different way,have talent music and poetry speak word that you wan na show but,
10016,1,university michigan flint,when and friend tell each other our situation somebody always like idk what say that crazy never fails,
10017,0,tend talk camera often bite obsessed with short rap woman name nicki and always tweet goofy tall guy name ricky,go address you once more and finish you don know anything about firstly,
10018,0,,print flyer your face and make big as poster your face and decorate the whole party with them,
10019,1,touchpoint cfadsc tomcat,actually have lot cut paper and board here magagamit yan,justcfadthings
10020,0,profesor ingl clases presenciales por skype facebook graham madridteacher,right news not the plural new can say good progress the way jos back safe and sound,
10021,0,use twitter express social spiritual and political view also show support for sport music and entertainment thank you,and people be try put some black the bluegrass,
10022,1,you may have number you can take name but you never have heart agaatafelix,just call you want cause you get and show you how much wan na your tattooed heart,
10023,0,shush blizzy from the villz,she know get them check and dont speak all,
10024,1,life dont always the way you want live with leave,lol stop come twitter close your eye put your phone away and count sheep backwards sleeeep,
10025,1,millennial who have wrist tattoo nose ring and ukulele and love church only almost totally predictable,have revival because this city and this church need healing and need get work,baltimore elca BlackLivesMatter
10026,0,huge wrestling ufc nfl and nhl fan love wife and love life,do standup for the first time today wow that be fun and challenge workout thanks,bang
10027,0,soldier first,zim economy which dead what the solution and aprox long wud take,
10028,0,name riley and like party chico,you tell can save data use your app and nobody ever tell about wtf,
10029,1,valentine day drake pap,say wan na drink smoke and have sex with,
10030,0,manager all ent and section gang follow mattshort,the building check out the new music frm christian mims and epollo,alln1ent s8g mbk
10031,0,gamer bachelor youself befriend the world cape town motivation sunni instagram momurico,have develop trust issue with guy that ghd and blow dry their hair,capetown salon
10032,1,awesome,go barlow awesome can look like shit everyday and one care,
10033,1,kale enthusiast,why worry when you can ignore your problem and rewatch the newsroom,
10034,1,self confess drama queen love her boys drama and reading,great burger and rib tonight nanchos start lush cocktail also great happy hour price too,
10035,1,sonr haz saber los dem que hoy eres mas fuerte que ayer try look beyond,first you wan na left and you want turn right,
10036,0,raise wolf professional pumpkin collector,suit and gooted,
10037,0,averett football john god family football,be really that funny lol and how be you strange lol,1
10038,0,graphic designer motion artist voice actor certify audience growth creative director lead designer,gah the icon change saw iphone imac and cute kitty with heart eye and twitter make ugly,
10039,1,from puppy mom sebastian thought own,grit and resilience building cognitive behavior method keep track thought and reframing thought,mindfulness noda2015 sapro salatino FYE sachat salatino puppylover
10040,1,,they still holler they want pussy taste like and smell like water just,
10041,1,vintage love blogger communication public relation content creator digital marketing strategist,absolutely delicious and indulgent dinner last night the gasthaus peachland the hunter schnitzel be,
10042,0,photo credit kelly gavin texas ranger,ruben amaro ambidextrous and will throw batting practice for the both right and leave hand this outstanding,
10043,1,,sweden evolve relationship with nato and its consequence for the baltic sea region,
10044,1,,go target get sport bra and instead spend coat and shoe,
10045,0,news junkie wannabe chef gadget gizmo hound this life professor advertising dinosaur another life,build transform workbench desk and storage unit via lifehacker,
10046,1,idk man just love madison justin madison follow justin bieber follow shawn jai maejor follow,love the moon and back,
10047,0,you get more luggage than rich girl with daddy issue,snooki and jwoww be favourite,
10048,0,get well,not necessarily see him actually take mata spot need chaos function and maybe come off the bench,
10049,0,,have our police report realism push its extreme limit and yet,
10050,1,shield forensics,fucka ill never order halloween shit from china ever again would be quicker cartwheel there and back get mask anyways,
10051,0,son,before you be hot and now your not,
10052,1,british actress,also bump into myself again twice hope mummy can see this and make her proud,
10053,1,remedial pregnancy and digestive massage therapist nutrition advisor nottingham member nammt,sauerkraut egg and cottage cheese for breakfast with ground flax seed,organic tonictherapy tagtribes
10054,1,but the last one laugh picture didn happen,decide want paint room white and get rid everything,
10055,1,secret little rendezvous,thank you for be genuine and incredible human you selfless and humble would you mind follow,
10056,1,your isi,lol all why power go out and phone percent,
10057,1,obsess with music mother womanist,get vip access promo and submission opportunity monthly with,
10058,0,lucas wyrsch networker enterprise risk management consultant actuary,what the difference between be network security engineer and pentester,
10059,1,don care,ikr heartbroken and dead and do with that show,
10060,1,,close and personal katlyn,
10061,1,world bronze medalist east senior east dance team,asks for one favor return and doesn even get that,
10062,0,,gsi super quality multi function mini high definition camera camcorder webcam voice recorder for,
10063,1,eccentric pale who always tire have nothing significant speak,have this annoy obsession karma and feel like all the horrible thing that have extra good thing balance out,
10064,0,the village behind moduc viet nam marry year wonderful woman who have stand side during the hard time over the war love her,who would have think that mslsd and pimpton would stoop such low standard totally shock,
10065,1,name susan post glamorous selfies all your favourite glamour model follow,sweetie and her pal like dominate guy live chat,nude sexygirls
10066,0,amateur let player and streamer with rational sense humor like you may like but follow for more awesome content,okay man you be animator and also like your style thought you can draw character your style but yea,YouTube Twitch
10067,1,dream dream be you big miss boyle fan too follow now join over twitter member show your support for the lady everyone talk about,mcmenamins passport adventure not sure how easily describe mcmenamins they get brewery and re,
10068,1,,be highly amuse when someone turn round tesco and say your abut tall for year old,
10069,0,talk hockey everything else,today start out great and now the bad eff mood sick get pile with,
10070,0,,deal with artblock and procastination guess,
10071,1,chris hemsworth john barrowman david tenant fan love pet fan thor amat astronomer archer impish,wast strokingeth him with mine right and beist shifting and playing withest both hand finger,
10072,1,,watch the first sketch from bob odenkirk and david cross new netflix show,
10073,1,sane black chic,have all them just want something different and enter one chance,
10074,1,license tattoo artist for five year,the special character you can make with the keyboard hold alt and four number,
10075,0,trainee sarova whitesands deputy president technical university mombasa tumso,for be her she do what she set her mind and doesn care what you think admire her much,blackgirlbrag
10076,0,the orlando,new user name and johnnyosings have change,
10077,0,manish jha entrepreneur passionate about startup market product development business strategy photography music,wlcm generation where loyalty just and be,tattoo love quote happiness myth fake lifestyle loveindia
10078,0,,basically do what they do piss you off the first place and make good than them,
10079,0,fan twitter tanner tolbert not his actual twitter just huge fan,tanner tolbert last october be single and have idea be goin,tannertolbert
10080,0,love life and will live you never let your dream die and always dream big,before game and after sign shirt from all the player and match ball united shirt well,
10081,1,miranda lambert just own be jackass rock out with your guac out pffm,everyday dad make sure tell how proud that speak mind and don care momma the other hand,imatitbag lockedandreloaded unicornsforever batshitcrazytour mmmmmmihop
10082,1,larry can hurt larry can hurt sometimes but the only thing that make feel alive,you always be there for and always there for you you can follow happy,
10083,1,zayn tho,your book barnes and noble right,
10084,1,,bernie sander bring liberalism the mainstream and drop truth bomb the view via,
10085,1,geekery travel expert video guy create your best quality life even hard circumstance hypnosis master trainer,this take place saturday march and featured finalist from both series and series,lifestyle
10086,0,legendary father worldclass husband mentally weak runner monaghan gaa fanatic and former ireland fan,tire happy relieve and unbelievably proud have be part brilliantly organise crowd incredible,dcm
10087,1,fuck with,but sam good friend and buy lunch bless,
10088,0,former marine now radio talk show host for espn kazm northern top station,pit tour with mike tabback and tom tayback nascar news with miss sprint cup madison martin,
10089,1,chs senior wear ssy,god just realize glenn first and last word rick be him call rick dumbass over walkie talkie cant this dead,
10090,1,you be create make somebody else life well somebody need what you have your smile your word your encouragement your love,haven meet not one real permanent friend always fall off just and baby forever,
10091,1,bristol,so rip jean nike and smash ipad,
10092,1,don let the muggles get you down,how about ask you and can friends okayy not anything more,justfriends friend
10093,1,follow your bliss make money squat squat,that moment where everything go perfect life and unexpected shit go down fuck,
10094,0,guitarist youtuber super smash bros wii luigi rob pac man,say ike probably best this point havent play pac while before today and character that need hella practice,
10095,0,manager the crown and garter,pan fry chicken liver red wine and smoky bacon new menu available,inkpen newbury
10096,0,,shouldnt because thats not what happen the comic guessing he still alive and be just dream something,
10097,0,pic with girlfriend make out with year old have few ant farm within closet know victoria secret,good luck tonight you and everyone will what performance you give,swaggy witness bless swaggy witness bless bless
10098,0,ford owner and fan all thing ford very keen golfer and big fan most sport and motorsport,agree and door family car styling do nothing for,
10099,0,there nothing that show more strength than meet pain with compassion,smoke and mirror friend,
10100,0,lucas wyrsch networker enterprise risk management consultant actuary,process meat be carcinogenic human say who,
10101,0,some say photographer who love politics music and football instagram,yes need back draw board and rethink his morality all this scrap the cut and start be fair,FeelTheBern Corbyn4PM
10102,1,move keep move,break news world health organization say process and red meat can cause cancer,
10103,0,you cant have laugh have bag chip and never stir your paint with dirty stick love music,lol don for and love pic,
10104,1,,don really see where come from and not sure really agree with,
10105,0,lezzz get onnnn,will steal your bitch and fuck your kid you continue drive mph down resevoir road,
10106,1,count your blessing,ugh can decide what want this weekend and stress out,
10107,1,meagan tong,felt like nobody be school and decide home,jk
10108,0,,hang out with kukurankin and other fun new people nearby when you sign badoo,
10109,0,ever try put the puzzle together with piece miss yeah that life stick recursive loop,and you say you be dumb this not survey this living life you learn thing from and learn how much you hate,HalaMadrid PakActivist
10110,1,sad and awkward,basically stay the fuck out other people business and worry about yourself you probably need,
10111,0,digital product developer social medium marketer active stock investor love draw photo and cat,blue and white from,photography socialmedia marketing photography invest stock
10112,0,when you get big plan that one else understand luke cake,firstly not human and secondly morning,
10113,0,,build transform workbench desk and storage unit you don have lot space you need make cre,
10114,0,conor everywhere,lolol aldo can finish anybody anymore and go take the king out,
10115,1,everything will okay believe you,dumb spend all his money stupid class and spent day and night worry about future and this fclifn,140212 151021
10116,1,web development web design responsive design,trust amp product design,webdesign teambuilding webdev followback
10117,0,hello roleplayer world,one state struggle make end meet why illinois without budget,
10118,1,extreme communicator proud music trailblazer wannabe bacon nerd future teen idol,series poultney and her partner bbc radio presenter comedy dave be eliminate week,
10119,0,husband son brother husker football fan jurassic park enthusiast,heh just remember people actually think that and be intentionally sabotage the football team,
10120,0,,underrated parent uncle and aunty,
10121,0,year old rapper unsigned,man want your producer and fan man check out this beat this quite old too,
10122,1,toujours pur insta scrxz snapchat serenahill,have courage and kind,
10123,1,this be the most fun ever have,they talented and their view about our lil world great with mine they be adorable inside and out,
10124,1,bless god wife mother register nurse share story help change life and improve health through good nutrition,meat and cancer what the risk,health
10125,1,chelsea avgeek professional flight stalker aka miss swanwick first class degree shoe former french law open university student,sylvie guillem and anna pavlova,
10126,1,,get these feeling for you and can help myself more,
10127,1,what what could instagram michelleelizabeth,someone good friend and come get food before finish homework,
10128,1,your tear don fall they crash around when will find way home do make that easy walk right and out life,they don know what be through they don know bout and you,
10129,1,technology advocate for change education,bullying and student with disability the ugly the bad and the good edutopia,
10130,1,,cant wait home and catch vampire diary,
10131,1,,what you think year old and height,
10132,1,supongo que nada esto importar cuando tenga pero ahora estoy muy triste,they only seem come and away,
10133,0,owner and artist distinguish music group,hot dog bacon and other process meat cause cancer world health,
10134,0,,bouta just get myself ugly girl heard they loyal and humble,
10135,1,female gamer follower the old way wary the new one shield but pillar and shoulder muna ghurta onn duine bith mar fonn ort,that issue with hormone tyr look testosterone immune men they get get vag and look act,
10136,0,,how can blame she just fan like like thousand other support her and,
10137,0,be runnin back you please this ill love you forever,catch fire stick head and can stop sing its fucking relatable too and just like ughobfzfjy,
10138,0,attorney bikini model former olympic dream team member humanist play dough enthusiast future host the tonight show sandwich lover unilingual,amy schumer come consol december and wan na,
10139,0,senior reviewer host grad professor volunteer hobbyist game developer and screenwriter runner boxer,the robot will win will pay their electric bill and they will kill all,
10140,0,interested fly music amateur radio and do business via the internet,build transform workbench desk and storage unit you don have lot space you need make cre,
10141,1,vice president marketing communication government healthcare solution xerox state healthcare llc,answer the question your customer add true value and increase engagement,
10142,0,,have pit rbs lamar and rb who trade away and which wrs could get,
10143,1,have hat word and have love them and hope have make them right,least fave from the self title and easy but idk about fearless speak now and red,
10144,1,,full laugher fun and drink,
10145,1,cold hearted and hot blood,she be complain about her tail not fit the chair and the prof go that because its not make for dog,MoreheadStateUniversity DeltaZeta
10146,0,mii unico idolo dios mii liimiite ciielo,one state struggle make end meet why illinois without budget,
10147,1,johnson,wed wednesday with nothing wear and time,
10148,0,editor writer for host the ugh glee truth itunes,sam and woody should fuck,
10149,1,,great idea and go fine until you come your favourite evanescence album select one mission impossible,
10150,1,sometime last night be world four make the nialler,just vote for for here and vote for your favorite,artistoftheyear amas onedirection
10151,1,colombiana sbhs,tweeps follow thank you and unfollowed goodbye the past week thank you,
10152,0,how you gon win when you aint right within dont know nobody but write for,weren ross and drake suppose drop joint tape,
10153,0,you can find,zac efron and sami miro get married neighbor actor praise girlfriend twitter recently retwee,
10154,1,beacon light bridge understand tower integrity castle realize dream keeper the essence,phsyically mentally and emotionally tire,
10155,0,,build high and far but not well get piece history,
10156,0,gay recovery smart as dress betsy ross for school project when be yeah shit like that,just find this parent house make want open cover and get work,
10157,1,,one state struggle make end meet why illinois without budget,
10158,1,out give yourself reason for living,yes live with parent and not marry them,
10159,1,roleplayer choi sooyoung,one state struggle make end meet why illinois without budget,
10160,1,,and only help out with supply etc know where that will end,
10161,1,,and ain miss beat,
10162,1,cringe machine,mum keep facetiming show all the snack food she buy much bhel and samosa,
10163,1,huge fan and fan too,seriously need remind take this picture for sebs new bin from his grandma and grandpa keep forgetting,
10164,1,sissonville softball state champ,literally just drive old house and try put the garage door,
10165,1,give strength have someone fight for could never fight for myself but for others can kill,daughter name and birthday cake goal,
10166,1,,your smile contagious matter how angry sad all need take one look your smile and everything seem little well,
10167,0,course consider myself serious writer why you think spend all day try figure out how entertain twitter follower,rock and roll time travel and the bright side statutory rape,
10168,1,love niall harry liam louis love so ashton calum michael luke love the vamp brad james connor and tristan and love bar and melody,when you be go bride halloween and groom your side,halloween
10169,0,spooky scary skeleton,be literally just send glenn theory back and forth laughing,
10170,0,rapper from phola ogies member ola facebook name loggic king facebook page loggic,don tolerate negative people you don have separate them from your life and happy you don need any extra stress your life,pH
10171,1,,don know why but just really good mood and just want all all know that love you much,
10172,1,hostess,get ta move big and good thing,
10173,1,love laugh laugh the best medicine life nana wheelock college,would think too because haven even look this person story today and only watch once last night lol,HAPPY
10174,0,work hard make sure ima the men when die,yea and homies the way,
10175,0,pineapple fanta splash actavis,be thankful for everything get but realize more and more each day,
10176,0,passionate passionate man,walk see there someone else the urinal and piss pant,
10177,1,post all gen and post daily,god think maisie williams follow for second because someone profile picture and username brb dream be crush,
10178,0,west akito sixtones shintaro eight sixtones occasional tweet english,pas out lol need save money and well school omg,
10179,0,tangled bromean knot,legit bobby flay idea restaurant own amateur chef and challenge them unsolicited cook off practice ahead time,
10180,1,just geeky girl geeky world yes dork,and be rockstars,
